name,team,position,cap_number_17_18,cap_number_18_19,salary_17_18,salary_18_19,salary_19_20,salary_20_21,salary_21_22
"DiDomenico, Chris",OTT,Center,0.613,0.000,0.650,UFA,,,
"Tolchinsky, Sergey",CAR,Left,0.608,0.000,0.650,RFA,,,
"Cannata, Joe",COL,Goaltender,0.575,0.000,UFA,,,,
"Boll, Jared",CLB,Right,0.567,0.000,0.567,,,,
"Maroon, Patrick",ANA,Left,0.500,0.000,0.500,,,,
"Fistric, Mark",ANA,Defence,0.450,0.450,0.450,0.450,,,
"Hodgson, Cody",BUF,Center,0.417,0.417,0.417,-0.458,0.792,0.792,0.792
"Kovalchuk, Ilya",NJD,Left,0.250,0.250,0.250,0.250,0.250,0.250,0.250
"Chelios, Jake",CAR,Defence,0.000,0.000,RFA,,,,
"Condon, Mike",OTT,Goaltender,0.000,0.000,UFA,,,,
"Garteig, Michael",VAN,Goaltender,0.000,0.000,RFA,,,,
"Rendulic, Borna",VAN,Center,0.000,0.000,UFAIV,,,,
"Goodrow, Barclay",SJS,Center,0.000,0.000,RFA,,,,
"Lindbohm, Petteri",STL,Defence,0.000,0.000,RFA,,,,
"Oesterle, Jordan",EDM,Defence,0.000,0.000,UFAIV,,,,
"Driedger, Chris",OTT,Goaltender,0.000,0.000,RFA,,,,
"Straka, Petr",NJD,Right,0.000,0.000,UFAIV,,,,
"Forsberg, Anton",CLB,Goaltender,0.000,0.000,RFA,,,,
"Mazanec, Marek",NAS,Goaltender,0.000,0.000,RFA,,,,
"Witkowski, Luke",TBL,Defence,0.000,0.000,UFA,,,,
"Schroeder, Jordan",MIN,Center,0.000,0.000,RFA,,,,
"Mersch, Michael",LAK,Left,0.000,0.000,RFA,,,,
"Ferland, Micheal",CGY,Left,0.000,0.000,RFA,,,,
"Pitlick, Tyler",EDM,Right,0.000,0.000,UFA,,,,
"Chiarot, Ben",WPG,Defence,0.000,0.000,RFA,,,,
"Laughton, Scott",PHI,Center,0.000,0.000,RFA,,,,
"Percy, Stuart",PIT,Defence,0.000,0.000,RFA,,,,
"Pronger, Chris",ARI,Defence,0.000,0.000,UFA,,,,
"Stevenson, Dustin",DAL,Defence,0.000,0.000,UFA,,,,
"Pageau, Jean-Gabriel",OTT,Center,0.000,0.000,RFA,,,,
"Schultz, Jeff",ANA,Defence,0.000,0.000,UFA,,,,
"Datsyuk, Pavel",ARI,Center,0.000,0.000,UFA,,,,
"Oshie, T.J.",WAS,Center,0.000,0.000,UFA,,,,
"Volchenkov, Anton",NJD,Defence,0.000,0.000,,,,,
"Neil, Chris",OTT,Right,0.000,0.000,UFA,,,,
"Ikonen, Henri",TBL,Left,0.000,0.000,RFA,,,,
"Markov, Andrei",MTL,Defence,0.000,0.000,UFA,,,,
"Grabovski, Mikhail",TOR,Center,0.000,0.000,,,,,
"Ranford, Brendan",COL,Left,0.000,0.000,UFAIV,,,,
"Peters, Justin",DAL,Goaltender,0.000,0.000,UFA,,,,
"Savard, Marc",NJD,Center,0.000,0.000,UFA,,,,
"Thornton, Shawn",FLA,Right,0.000,0.000,UFA,,,,
"Ference, Andrew",EDM,Defence,0.000,0.000,UFA,,,,
"Rasmussen, Dennis",CHI,Center,0.000,0.000,RFA,,,,
"Stanton, Ryan",CLB,Defence,0.000,0.000,UFA,,,,
"Radulov, Alexander",MTL,Right,0.000,0.000,UFA,,,,
"Drouin, Jonathan",TBL,Left,0.000,0.000,RFA,,,,
"Doan, Shane",ARI,Right,0.000,0.000,UFA,,,,
"Vrbata, Radim",ARI,Right,0.000,0.000,UFA,,,,
"Thornton, Joe",SJS,Center,0.000,0.000,UFA,,,,
"Marleau, Patrick",SJS,Center,0.000,0.000,UFA,,,,
"Russo, Robbie",DET,Defence,0.000,0.000,RFA,,,,
"Ferraro, Landon",STL,Center,0.000,0.000,RFA,,,,
"Ehrhoff, Christian",BUF,Defence,0.000,0.000,,,,,
"Sutter, Brody",FLA,Center,0.000,0.000,UFAIV,,,,
"Sharp, Patrick",DAL,Left,0.000,0.000,UFA,,,,
"Stone, Michael",CGY,Defence,0.000,0.000,UFA,,,,
"Boulton, Eric",NYI,Left,0.000,0.000,UFA,,,,
"Burakovsky, Andre",WAS,Left,0.000,0.000,RFA,,,,
"Mitchell, Zack",MIN,Right,0.000,0.000,RFA,,,,
"Corbett, Cody",WAS,Defence,0.000,0.000,RFA,,,,
"Tynan, T.J.",CLB,Center,0.000,0.000,UFAIV,,,,
"Kea, Justin",BUF,Center,0.000,0.000,RFA,,,,
"Lundberg, Martin",CHI,Center,0.000,0.000,UFA,,,,
"Gionta, Brian",BUF,Right,0.000,0.000,UFA,,,,
"Heed, Tim",SJS,Defence,0.000,0.000,UFAIV,,,,
"Nemeth, Patrik",DAL,Defence,0.000,0.000,RFA,,,,
"Ouellet, Xavier",DET,Defence,0.000,0.000,RFA,,,,
"Thorburn, Chris",WPG,Center,0.000,0.000,UFA,,,,
"McBain, Jamie",ARI,Defence,0.000,0.000,UFA,,,,
"Alzner, Karl",WAS,Defence,0.000,0.000,UFA,,,,
"Ribeiro, Mike",NAS,Center,0.000,0.000,UFA,,,,
"Lecavalier, Vincent",TBL,Center,0.000,0.000,,,,,
"Gordon, Boyd",PHI,Right,0.000,0.000,UFA,,,,
"Bryzgalov, Ilya",PHI,Goaltender,0.000,0.000,,,,,
"Oleksiak, Jamie",DAL,Defence,0.000,0.000,RFA,,,,
"Campbell, Brian",CHI,Defence,0.000,0.000,UFA,,,,
"Richards, Brad",NYR,Center,0.000,0.000,,,,,
"Paliotta, Michael",NYR,Defence,0.000,0.000,RFA,,,,
"Dupuis, Pascal",PIT,Left,0.000,0.000,UFA,,,,
"Conacher, Cory",TBL,Center,0.000,0.000,UFA,,,,
"Moore, Dominic",BOS,Center,0.000,0.000,UFA,,,,
"Severson, Damon",NJD,Defence,0.000,0.000,RFA,,,,
"Brittain, Sam",FLA,Goaltender,0.000,0.000,UFAIV,,,,
"Miller, Drew",DET,Left,0.000,0.000,UFA,,,,
"Kulikov, Dmitry",BUF,Defence,0.000,0.000,UFA,,,,
"Butler, Chris",STL,Defence,0.000,0.000,UFA,,,,
"Kunitz, Chris",PIT,Left,0.000,0.000,UFA,,,,
"Jones, Connor",NYI,Center,0.000,0.000,UFA,,,,
"Pysyk, Mark",FLA,Defence,0.000,0.000,RFA,,,,
"Labrie, Pierre-Cedric",CHI,Left,0.000,0.000,UFA,,,,
"Stolarz, Anthony",PHI,Goaltender,0.000,0.000,RFA,,,,
"Williams, Justin",WAS,Right,0.000,0.000,UFA,,,,
"Farnham, Bobby",MTL,Center,0.000,0.000,UFA,,,,
"Gustavsson, Jonas",EDM,Goaltender,0.000,0.000,UFA,,,,
"Thompson, Nate",ANA,Center,0.000,0.000,UFA,,,,
"Leino, Ville",BUF,Left,0.000,0.000,,,,,
"Cullen, Matt",PIT,Center,0.000,0.000,UFA,,,,
"Lyubimov, Roman",PHI,Left,0.000,0.000,RFA,,,,
"Kulak, Brett",CGY,Defence,0.000,0.000,RFA,,,,
"Paajarvi, Magnus",STL,Left,0.000,0.000,RFA,,,,
"Johansson, Lars",CHI,Goaltender,0.000,0.000,UFA,,,,
"Auvitu, Yohann",NJD,Defence,0.000,0.000,UFA,,,,
"Gabriel, Kurtis",MIN,Right,0.000,0.000,RFA,,,,
"Gortz, Max",ANA,Right,0.000,0.000,RFA,,,,
"Chiasson, Alex",CGY,Right,0.000,0.000,RFA,,,,
"Daley, Trevor",PIT,Defence,0.000,0.000,UFA,,,,
"Brassart, Brady",MIN,Center,0.000,0.000,RFA,,,,
"Engelland, Deryk",CGY,Defence,0.000,0.000,UFA,,,,
"Niederreiter, Nino",MIN,Right,0.000,0.000,RFA,,,,
"Bernier, Jonathan",ANA,Goaltender,0.000,0.000,UFA,,,,
"Horvat, Bo",VAN,Center,0.000,0.000,RFA,,,,
"Josefson, Jacob",NJD,Center,0.000,0.000,RFA,,,,
"Bonino, Nick",PIT,Center,0.000,0.000,UFA,,,,
"Megan, Wade",STL,Center,0.000,0.000,RFA,,,,
"Hunwick, Matt",TOR,Defence,0.000,0.000,UFA,,,,
"Mueller, Chris",ARI,Center,0.000,0.000,UFA,,,,
"Gourde, Yanni",TBL,Center,0.000,0.000,UFAIV,,,,
"Fournier, Dillon",CHI,Defence,0.000,0.000,RFA,,,,
"Pelech, Adam",NYI,Defence,0.000,0.000,RFA,,,,
"Wennberg, Alexander",CLB,Center,0.000,0.000,RFA,,,,
"Dansk, Oscar",CLB,Goaltender,0.000,0.000,RFA,,,,
"Beaulieu, Nathan",MTL,Defence,0.000,0.000,RFA,,,,
"Tatar, Tomas",DET,Center,0.000,0.000,RFA,,,,
"Pouliot, Derrick",PIT,Defence,0.000,0.000,RFA,,,,
"Morin, Travis",DAL,Center,0.000,0.000,UFA,,,,
"De La Rose, Jacob",MTL,Left,0.000,0.000,RFA,,,,
"Skille, Jack",VAN,Right,0.000,0.000,UFA,,,,
"Fisher, Mike",NAS,Center,0.000,0.000,UFA,,,,
"Vitale, Joe",DET,Center,0.000,0.000,UFA,,,,
"Haley, Micheal",SJS,Center,0.000,0.000,UFA,,,,
"Gunnarsson, Jonas",NAS,Goaltender,0.000,0.000,RFA,,,,
"Gaunce, Cameron",PIT,Defence,0.000,0.000,UFA,,,,
"Postma, Paul",WPG,Defence,0.000,0.000,UFA,,,,
"Kelly, Chris",OTT,Center,0.000,0.000,UFA,,,,
"Elliott, Brian",CGY,Goaltender,0.000,0.000,UFA,,,,
"McClement, Jay",CAR,Center,0.000,0.000,UFA,,,,
"Spooner, Ryan",BOS,Center,0.000,0.000,RFA,,,,
"Strait, Brian",WPG,Defence,0.000,0.000,UFA,,,,
"Prosser, Nate",MIN,Defence,0.000,0.000,UFA,,,,
"Wideman, Dennis",CGY,Defence,0.000,0.000,UFA,,,,
"Upshall, Scottie",STL,Right,0.000,0.000,UFA,,,,
"DiPietro, Rick",NYI,Goaltender,0.000,0.000,,,,,
"Wiercioch, Patrick",COL,Defence,0.000,0.000,UFA,,,,
"Martinook, Jordan",ARI,Left,0.000,0.000,RFA,,,,
"Gudbranson, Erik",VAN,Defence,0.000,0.000,RFA,,,,
"Hendricks, Matt",EDM,Center,0.000,0.000,UFA,,,,
"Lashoff, Brian",DET,Defence,0.000,0.000,RFA,,,,
"Zibanejad, Mika",NYR,Center,0.000,0.000,RFA,,,,
"Rinaldo, Zac",BOS,Center,0.000,0.000,UFA,,,,
"Guenin, Nate",ANA,Defence,0.000,0.000,UFA,,,,
"Carpenter, Ryan",SJS,Center,0.000,0.000,UFAIV,,,,
"Kinkaid, Keith",NJD,Goaltender,0.000,0.000,UFA,,,,
"Pasquale, Edward",DET,Goaltender,0.000,0.000,UFAIV,,,,
"Miele, Andy",PHI,Center,0.000,0.000,UFA,,,,
"Subban, Malcolm",BOS,Goaltender,0.000,0.000,RFA,,,,
"Kuemper, Darcy",MIN,Goaltender,0.000,0.000,UFA,,,,
"Reinhart, Griffin",EDM,Defence,0.000,0.000,RFA,,,,
"Orlov, Dmitry",WAS,Defence,0.000,0.000,RFA,,,,
"Trotman, Zach",LAK,Defence,0.000,0.000,UFAIV,,,,
"Zadorov, Nikita",COL,Defence,0.000,0.000,RFA,,,,
"Mitchell, John (b. 1985)",COL,Center,0.000,0.000,UFA,,,,
"Kiviaho, Henri",DAL,Goaltender,0.000,0.000,RFA,,,,
"Malone, Brad",STL,Center,0.000,0.000,UFA,,,,
"de Haan, Calvin",NYI,Defence,0.000,0.000,RFA,,,,
"Foligno, Marcus",BUF,Left,0.000,0.000,RFA,,,,
"Bourque, Gabriel",COL,Left,0.000,0.000,RFA,,,,
"Smith, Jeremy",COL,Goaltender,0.000,0.000,UFA,,,,
"Olofsson, Gustav",MIN,Defence,0.000,0.000,RFA,,,,
"Pochiro, Zachary",EDM,Left,0.000,0.000,RFA,,,,
"Hunt, Brad",NAS,Defence,0.000,0.000,UFA,,,,
"Sgarbossa, Michael",FLA,Center,0.000,0.000,UFA,,,,
"Dumont, Gabriel",TBL,Center,0.000,0.000,RFA,,,,
"Granlund, Mikael",MIN,Center,0.000,0.000,RFA,,,,
"Vecchione, Mike",PHI,Center,0.000,0.000,RFA,,,,
"Draisaitl, Leon",EDM,Center,0.000,0.000,RFA,,,,
"Street, Ben",DET,Center,0.000,0.000,UFA,,,,
"Chaput, Michael",VAN,Center,0.000,0.000,RFA,,,,
"Petrovic, Alex",FLA,Defence,0.000,0.000,RFA,,,,
"Carter, Ryan",MIN,Center,0.000,0.000,UFA,,,,
"Wilson, Garrett",PIT,Left,0.000,0.000,UFAIV,,,,
"Andreoff, Andy",LAK,Left,0.000,0.000,RFA,,,,
"Berube, Jean-Francois",NYI,Goaltender,0.000,0.000,RFA,,,,
"Girgensons, Zemgus",BUF,Center,0.000,0.000,RFA,,,,
"Latta, Michael",CHI,Center,0.000,0.000,UFA,,,,
"Sislo, Mike",COL,Right,0.000,0.000,UFA,,,,
"Fast, Jesper",NYR,Right,0.000,0.000,RFA,,,,
"Nestrasil, Andrej",CAR,Center,0.000,0.000,RFA,,,,
"Lindberg, Oscar",NYR,Center,0.000,0.000,RFA,,,,
"Di Giuseppe, Phillip",CAR,Left,0.000,0.000,RFA,,,,
"Culkin, Ryan",CGY,Defence,0.000,0.000,RFA,,,,
"Gormley, Brandon",OTT,Defence,0.000,0.000,RFA,,,,
"Bennett, Beau",NJD,Right,0.000,0.000,RFA,,,,
"Dumoulin, Brian",PIT,Defence,0.000,0.000,RFA,,,,
"Samuelsson, Philip",CAR,Defence,0.000,0.000,UFAIV,,,,
"McElhinney, Curtis",TOR,Goaltender,0.000,0.000,UFA,,,,
"Tennyson, Matt",CAR,Defence,0.000,0.000,UFA,,,,
"Binnington, Jordan",STL,Goaltender,0.000,0.000,RFA,,,,
"Rattie, Ty",STL,Right,0.000,0.000,RFA,,,,
"Johnson, Tyler",TBL,Center,0.000,0.000,RFA,,,,
"Palat, Ondrej",TBL,Left,0.000,0.000,RFA,,,,
"Peluso, Anthony",WPG,Right,0.000,0.000,UFA,,,,
"Grubauer, Philipp",WAS,Goaltender,0.000,0.000,RFA,,,,
"Schilling, Cameron",LAK,Defence,0.000,0.000,UFA,,,,
"Grigorenko, Mikhail",COL,Center,0.000,0.000,RFA,,,,
"Gryba, Eric",EDM,Defence,0.000,0.000,UFA,,,,
"Gazdic, Luke",NJD,Left,0.000,0.000,UFA,,,,
"Yakupov, Nail",STL,Right,0.000,0.000,RFA,,,,
"Galchenyuk, Alex",MTL,Center,0.000,0.000,RFA,,,,
"Sustr, Andrej",TBL,Defence,0.000,0.000,RFA,,,,
"Morrow, Joe",BOS,Defence,0.000,0.000,RFA,,,,
"Wotherspoon, Tyler",CGY,Defence,0.000,0.000,RFA,,,,
"Zolnierczyk, Harry",NAS,Left,0.000,0.000,UFA,,,,
"Brown, Patrick",CAR,Center,0.000,0.000,UFAIV,,,,
"Mason, Steve",PHI,Goaltender,0.000,0.000,UFA,,,,
"Hackett, Matt",ANA,Goaltender,0.000,0.000,UFA,,,,
"Larsson, Johan",BUF,Left,0.000,0.000,RFA,,,,
"Schaller, Tim",BOS,Center,0.000,0.000,RFA,,,,
"Tierney, Chris",SJS,Center,0.000,0.000,RFA,,,,
"Schmidt, Nate",WAS,Defence,0.000,0.000,RFA,,,,
"MacWilliam, Andrew",NJD,Defence,0.000,0.000,UFA,,,,
"Griffith, Seth",TOR,Center,0.000,0.000,RFA,,,,
"Haula, Erik",MIN,Left,0.000,0.000,RFA,,,,
"Shore, Nick",LAK,Center,0.000,0.000,RFA,,,,
"Woods, Brendan",CAR,Left,0.000,0.000,UFAIV,,,,
"Gibson, Christopher",NYI,Goaltender,0.000,0.000,RFA,,,,
"Gudlevskis, Kristers",TBL,Goaltender,0.000,0.000,RFA,,,,
"Teravainen, Teuvo",CAR,Center,0.000,0.000,RFA,,,,
"Smid, Ladislav",CGY,Defence,0.000,0.000,UFA,,,,
"Helgeson, Seth",NJD,Defence,0.000,0.000,UFAIV,,,,
"Mashinter, Brandon",CHI,Center,0.000,0.000,UFA,,,,
"VandeVelde, Chris",PHI,Center,0.000,0.000,UFA,,,,
"Laleggia, Joey",EDM,Defence,0.000,0.000,RFA,,,,
"Whitney, Joe",ARI,Right,0.000,0.000,UFA,,,,
"Stephenson, Chandler",WAS,Center,0.000,0.000,RFA,,,,
"Kostka, Michael",CGY,Defence,0.000,0.000,UFA,,,,
"Ferlin, Brian",BOS,Right,0.000,0.000,UFAIV,,,,
"Miller, Ryan",VAN,Goaltender,0.000,0.000,UFA,,,,
"Robidas, Stephane",TOR,Defence,0.000,0.000,UFA,,,,
"Schultz, Nick",PHI,Defence,0.000,0.000,UFA,,,,
"Hemsky, Ales",DAL,Right,0.000,0.000,UFA,,,,
"McCormick, Cody",BUF,Center,0.000,0.000,UFA,,,,
"Kuznetsov, Evgeny",WAS,Center,0.000,0.000,RFA,,,,
"Folin, Christian",MIN,Defence,0.000,0.000,RFA,,,,
"Bibeau, Antoine",TOR,Goaltender,0.000,0.000,RFA,,,,
"Mueller, Mirco",SJS,Defence,0.000,0.000,RFA,,,,
"Faragher, Ryan",ANA,Goaltender,0.000,0.000,RFA,,,,
"Pastrnak, David",BOS,Right,0.000,0.000,RFA,,,,
"Del Zotto, Michael",PHI,Defence,0.000,0.000,UFA,,,,
"Agozzino, Andrew",STL,Left,0.000,0.000,UFA,,,,
"OBrien, Liam",WAS,Center,0.000,0.000,RFA,,,,
"Fraser, Mark",EDM,Defence,0.000,0.000,UFA,,,,
"Kerdiles, Nicolas",ANA,Left,0.000,0.000,RFA,,,,
"Blujus, Dylan",TBL,Defence,0.000,0.000,RFA,,,,
"Bickell, Bryan",CAR,Left,0.000,0.000,UFA,,,,
"Enroth, Jhonas",ANA,Goaltender,0.000,0.000,UFA,,,,
"Franson, Cody",BUF,Defence,0.000,0.000,UFA,,,,
"Jagr, Jaromir",FLA,Right,0.000,0.000,UFA,,,,
"Boyle, Brian",TOR,Center,0.000,0.000,UFA,,,,
"Pyatt, Tom",OTT,Center,0.000,0.000,UFA,,,,
"Djoos, Christian",WAS,Defence,0.000,0.000,RFA,,,,
"Erixon, Tim",PIT,Defence,0.000,0.000,RFA,,,,
"Rittich, David",CGY,Goaltender,0.000,0.000,RFA,,,,
"Connolly, Brett",WAS,Right,0.000,0.000,RFA,,,,
"Bollig, Brandon",CGY,Left,0.000,0.000,UFA,,,,
"Flynn, Brian",MTL,Center,0.000,0.000,UFA,,,,
"Cunningham, Craig",ARI,Right,0.000,0.000,UFAIV,,,,
"McGinn, Tye",TBL,Left,0.000,0.000,RFA,,,,
"Desjardins, Andrew",CHI,Center,0.000,0.000,UFA,,,,
"Johnson, Chad",CGY,Goaltender,0.000,0.000,UFA,,,,
"Caron, Jordan",STL,Right,0.000,0.000,RFA,,,,
"Holzer, Korbinian",ANA,Defence,0.000,0.000,UFA,,,,
"Hache, Justin",DAL,Defence,0.000,0.000,RFA,,,,
"Backman, Mattias",DAL,Defence,0.000,0.000,RFA,,,,
"Richard, Tanner",TBL,Center,0.000,0.000,RFA,,,,
"Hudon, Charles",MTL,Left,0.000,0.000,RFA,,,,
"Bozon, Tim",FLA,Left,0.000,0.000,RFA,,,,
"Hainsey, Ron",PIT,Defence,0.000,0.000,UFA,,,,
"Alt, Mark",PHI,Defence,0.000,0.000,UFAIV,,,,
"Broadhurst, Alex",CLB,Center,0.000,0.000,RFA,,,,
"Elson, Turner",COL,Left,0.000,0.000,RFA,,,,
"Friesen, Alex",STL,Center,0.000,0.000,UFAIV,,,,
"Shattenkirk, Kevin",WAS,Defence,0.000,0.000,UFA,,,,
"Weegar, MacKenzie",FLA,Defence,0.000,0.000,RFA,,,,
"Cross, Tommy",BOS,Defence,0.000,0.000,UFA,,,,
"Randell, Tyler",BOS,Right,0.000,0.000,UFAIV,,,,
"Catenacci,\u00a0Daniel",NYR,Center,0.000,0.000,RFA,,,,
"Stortini, Zack",SJS,Right,0.000,0.000,UFA,,,,
"Howden, Quinton",WPG,Center,0.000,0.000,RFA,,,,
"Grenier, Alexandre",VAN,Right,0.000,0.000,UFAIV,,,,
"Leighton, Michael",CAR,Goaltender,0.000,0.000,UFA,,,,
"Graham, Jesse",NYI,Defence,0.000,0.000,RFA,,,,
"Thrower, Dalton",MTL,Defence,0.000,0.000,RFA,,,,
"Kichton, Brenden",WPG,Defence,0.000,0.000,UFAIV,,,,
"Musil, David",EDM,Defence,0.000,0.000,RFA,,,,
"Burmistrov, Alex",ARI,Center,0.000,0.000,RFA,,,,
"Crisp, Connor",MTL,Left,0.000,0.000,RFA,,,,
"Leduc, Loic",NYI,Defence,0.000,0.000,RFA,,,,
"Thomas, Christian",WAS,Right,0.000,0.000,UFAIV,,,,
"Thomson, Ben",NJD,Left,0.000,0.000,RFA,,,,
"Black, Graham",FLA,Center,0.000,0.000,RFA,,,,
"Grant, Derek",BUF,Center,0.000,0.000,UFA,,,,
"McCormick, Max",OTT,Left,0.000,0.000,UFAIV,,,,
"Billins, Chad",VAN,Defence,0.000,0.000,UFA,,,,
"Pokka, Ville",CHI,Defence,0.000,0.000,RFA,,,,
"Lindell, Esa",DAL,Defence,0.000,0.000,RFA,,,,
"Ellis, Morgan",STL,Defence,0.000,0.000,UFAIV,,,,
"Tyutin, Fedor",COL,Defence,0.000,0.000,UFA,,,,
"Dotchin, Jake",TBL,Defence,0.000,0.000,RFA,,,,
"Scarlett, Reece",FLA,Defence,0.000,0.000,RFA,,,,
"Brickley, Connor",CAR,Center,0.000,0.000,UFAIV,,,,
"Boucher, Reid",VAN,Center,0.000,0.000,RFA,,,,
"Porter, Kevin",PIT,Center,0.000,0.000,UFA,,,,
"Helgesen, Kenton",CHI,Defence,0.000,0.000,RFA,,,,
"Vainonen, Mikko",NAS,Defence,0.000,0.000,RFA,,,,
"Langhamer, Marek",ARI,Goaltender,0.000,0.000,RFA,,,,
"Sorensen, Nick",ANA,Right,0.000,0.000,RFA,,,,
"Austin, Brady",BUF,Defence,0.000,0.000,RFA,,,,
"Hodges, Steven",FLA,Center,0.000,0.000,RFA,,,,
"Conner, Chris",PHI,Center,0.000,0.000,UFA,,,,
"Olsen, Ryan",WPG,Center,0.000,0.000,RFA,,,,
"OReilly, Cal",BUF,Center,0.000,0.000,UFA,,,,
"Gelinas, Guillaume",MIN,Defence,0.000,0.000,RFA,,,,
"McEneny, Evan",VAN,Defence,0.000,0.000,RFA,,,,
"MacDermid, Kurtis",LAK,Defence,0.000,0.000,RFA,,,,
"Bourke, Troy",COL,Left,0.000,0.000,RFA,,,,
"LaDue, Paul",LAK,Defence,0.000,0.000,RFA,,,,
"Bourque, Chris",WAS,Center,0.000,0.000,UFA,,,,
"Hellebuyck, Connor",WPG,Goaltender,0.000,0.000,RFA,,,,
"Holmstrom, Ben",NYI,Center,0.000,0.000,UFA,,,,
"Payerl, Adam",NAS,Center,0.000,0.000,UFAIV,,,,
"Crescenzi, Andrew",LAK,Center,0.000,0.000,RFA,,,,
"Bennett, Sam",CGY,Center,0.000,0.000,RFA,,,,
"Siemens, Duncan",COL,Defence,0.000,0.000,RFA,,,,
"Callahan, Mitch",DET,Right,0.000,0.000,UFAIV,,,,
"Fedun, Taylor",BUF,Defence,0.000,0.000,UFA,,,,
"Smith, Gemel",DAL,Center,0.000,0.000,RFA,,,,
"Simpson, Dillon",EDM,Defence,0.000,0.000,RFA,,,,
"Gallant, Brett",CLB,Left,0.000,0.000,UFA,,,,
"Arnesson, Linus",BOS,Defence,0.000,0.000,RFA,,,,
"Ebert, Nick",DAL,Defence,0.000,0.000,RFA,,,,
"McNeill, Mark",DAL,Center,0.000,0.000,RFA,,,,
"Kelly, Dan",SJS,Defence,0.000,0.000,UFA,,,,
"Troock, Branden",ARI,Right,0.000,0.000,RFA,,,,
"Gaunce, Brendan",VAN,Center,0.000,0.000,RFA,,,,
"Camper, Carter",NJD,Center,0.000,0.000,UFA,,,,
"Zaar, Daniel",CLB,Right,0.000,0.000,RFA,,,,
"Wikstrand, Mikael",OTT,Defence,0.000,0.000,RFA,,,,
"Cannone, Patrick",MIN,Center,0.000,0.000,UFA,,,,
"Stransky, Matej",DAL,Right,0.000,0.000,RFA,,,,
"Faksa, Radek",DAL,Center,0.000,0.000,RFA,,,,
"Noesen, Stefan",NJD,Right,0.000,0.000,RFA,,,,
"Lipon, JC",WPG,Right,0.000,0.000,RFA,,,,
"Bystrom, Ludwig",DAL,Defence,0.000,0.000,RFA,,,,
"Hellberg, Magnus",NYR,Goaltender,0.000,0.000,RFA,,,,
"Watson, Austin",NAS,Left,0.000,0.000,RFA,,,,
"Wedgewood, Scott",NJD,Goaltender,0.000,0.000,RFA,,,,
"Halmo, Mike",TBL,Left,0.000,0.000,UFAIV,,,,
"Diaby, Jonathan-Ismael",NAS,Defence,0.000,0.000,UFA,,,,
"Hrivik, Marek",NYR,Left,0.000,0.000,UFAIV,,,,
"Cousins, Nick",PHI,Center,0.000,0.000,RFA,,,,
"Hanzal, Martin",MIN,Center,0.000,0.000,UFA,,,,
"McNeill, Reid",STL,Defence,0.000,0.000,UFAIV,,,,
"Gaudet, Tyler",ARI,Center,0.000,0.000,RFA,,,,
"Anderson, Josh",CLB,Right,0.000,0.000,RFA,,,,
"Galiev, Stanislav",WAS,Right,0.000,0.000,UFAIV,,,,
"Mitchell, Garrett",WAS,Right,0.000,0.000,UFAIV,,,,
"Leipsic, Brendan",TOR,Left,0.000,0.000,RFA,,,,
"Lagace, Maxime",DAL,Goaltender,0.000,0.000,RFA,,,,
"Pulkkinen, Teemu",ARI,Left,0.000,0.000,RFA,,,,
"Henley, Samuel",COL,Right,0.000,0.000,RFA,,,,
"Samuelsson, Henrik",EDM,Center,0.000,0.000,RFA,,,,
"Dietz, Darren",WAS,Defence,0.000,0.000,UFA,,,,
"Lowe, Keegan",MTL,Defence,0.000,0.000,RFA,,,,
"Sparks, Garret",TOR,Goaltender,0.000,0.000,RFA,,,,
"Nilsson, Tom",VAN,Defence,0.000,0.000,RFA,,,,
"Koekkoek, Slater",TBL,Defence,0.000,0.000,RFA,,,,
"Dzingel, Ryan",OTT,Center,0.000,0.000,RFA,,,,
"Bodie, Mat",BUF,Defence,0.000,0.000,UFA,,,,
"Loverde, Vincent",LAK,Defence,0.000,0.000,UFA,,,,
"McGinn, Brock",CAR,Left,0.000,0.000,RFA,,,,
"Racine, Jonathan",TBL,Defence,0.000,0.000,RFA,,,,
"Kristo, Danny",CAR,Right,0.000,0.000,UFA,,,,
"Robinson, Buddy",SJS,Right,0.000,0.000,UFAIV,,,,
"Ross, Garret",ARI,Left,0.000,0.000,UFAIV,,,,
"Bournival, Michael",TBL,Left,0.000,0.000,RFA,,,,
"Ruhwedel, Chad",PIT,Defence,0.000,0.000,UFA,,,,
"Bjorkstrand, Patrick",LAK,Right,0.000,0.000,RFA,,,,
"Casto, Chris",BOS,Defence,0.000,0.000,UFAIV,,,,
"Vey, Linden",CGY,Right,0.000,0.000,RFA,,,,
"Hughes, Tommy",NYR,Defence,0.000,0.000,UFAIV,,,,
"Sieloff, Patrick",OTT,Defence,0.000,0.000,RFA,,,,
"Donnay, Troy",NYR,Defence,0.000,0.000,RFA,,,,
"Khaira, Jujhar",EDM,Left,0.000,0.000,RFA,,,,
"Letourneau-Leblond, Pierre-Luc",TBL,Left,0.000,0.000,UFA,,,,
"Regner, Brent",FLA,Defence,0.000,0.000,UFA,,,,
"Athanasiou, Andreas",DET,Center,0.000,0.000,RFA,,,,
"Finn, Matthew",NYI,Defence,0.000,0.000,RFA,,,,
"Brown, Connor",TOR,Right,0.000,0.000,RFA,,,,
"Carrick, Trevor",CAR,Defence,0.000,0.000,RFA,,,,
"Megna, Jaycob",ANA,Defence,0.000,0.000,RFA,,,,
